"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"1768","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Other","Gable","Other","Other","Other","BrkFace","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Other","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528351010,104,21535,1994,1995,1170,3,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,1994,3,832,382,50,0,0,0,0,0,1,2007,755000
"1769","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528354060,92,9920,1996,1997,0,3,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,1997,2,455,180,130,0,0,0,0,0,6,2007,269790
"1770","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528354110,95,11787,1996,1997,594,3,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,1996,3,834,239,60,0,0,0,0,0,8,2007,315750
"1771","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",528358040,82,9950,1995,1995,290,3,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,1995,3,721,224,114,0,0,0,0,0,6,2007,290000
"1772","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Other","Other","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528364110,65,12257,1995,1995,513,4,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,1995,3,752,222,98,0,0,0,0,0,11,2007,290000
"1773","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528366050,0,12692,1992,1993,0,3,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,1992,2,546,264,75,291,0,0,0,0,5,2007,430000
"1774","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528366070,88,11762,1992,1993,309,3,0,770,1105,1105,1097,0,2202,1,0,2,1,4,1,9,1,1992,2,517,0,65,0,0,144,0,0,9,2007,263000
"1775","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Other","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528376010,82,9044,1996,1997,526,3,0,100,1325,1335,1203,0,2538,0,0,2,1,4,1,8,1,1996,3,933,198,92,0,0,0,0,0,5,2007,330000
"1776","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Good","Other","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528427040,75,9910,2007,2007,0,7,0,1369,1369,1369,0,0,1369,0,0,2,0,3,1,5,0,2007,2,605,0,203,0,0,0,0,0,9,2007,213133
"1777","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528427100,91,11830,2007,2007,164,3,0,322,1542,1542,0,0,1542,1,0,2,0,3,1,6,1,2007,3,852,168,110,0,0,0,0,0,7,2007,260261
"1778","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","Other","Other","Other","Typical","PConc","Other","Other","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528429090,84,11670,2006,2006,302,7,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,2006,3,788,0,191,0,0,0,0,0,3,2007,320000
"1779","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528429110,49,15256,2007,2007,84,3,0,556,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,2007,3,754,168,160,0,0,0,0,0,8,2007,282922
"1780","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Other","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",528431030,76,10612,2006,2006,248,3,0,1496,1524,1534,0,0,1534,0,0,2,0,3,1,7,1,2006,2,484,168,46,0,0,0,0,0,1,2007,215000
"1781","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","Other","Other","BrkFace","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528431040,98,12291,2007,2007,754,3,0,394,1966,1966,0,0,1966,1,0,2,0,1,1,6,1,2007,3,1092,76,52,0,0,0,0,0,10,2007,419005
"1782","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528431050,116,13501,2006,2006,208,3,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,2006,3,865,0,60,0,0,0,0,0,6,2007,255000
"1783","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Other","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528431110,75,9986,2006,2007,428,7,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,2007,3,895,0,49,0,0,0,0,0,2,2007,147000
"1784","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528435010,85,9965,2007,2007,0,7,0,1528,1528,1528,0,0,1528,0,0,3,2,3,1,6,1,2007,2,480,0,228,0,0,0,0,0,9,2007,235876
"1785","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Other","CompShg","Other","Other","Other","Other","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528435040,79,9416,2007,2007,205,3,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,2007,3,786,171,138,0,0,266,0,0,9,2007,311872
"1786","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Other","Other","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528435060,83,9849,2007,2007,0,7,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007,3,954,0,56,0,0,0,0,0,6,2007,248328
"1787","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Other","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528435070,85,10000,2006,2006,410,7,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,2006,3,825,144,45,0,0,0,0,0,12,2007,227000
"1788","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528439040,74,8847,2005,2005,148,3,0,769,1538,1538,0,0,1538,1,0,2,0,3,1,7,0,2005,2,484,146,40,0,0,0,0,0,12,2007,260000
"1789","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","Other","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528439050,76,9158,2007,2007,140,7,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2007,2,474,168,130,0,0,0,0,0,6,2007,225000
"1790","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Other","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528439080,70,8251,2005,2006,143,3,0,716,1494,1506,0,0,1506,1,0,2,0,3,1,7,1,2005,2,672,192,35,0,0,0,0,0,4,2007,249000
"1791","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528441080,75,10084,2004,2005,186,3,0,317,1686,1694,0,0,1694,1,0,2,0,3,1,7,1,2004,2,636,255,57,0,0,0,0,0,8,2007,307000
"1792","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",528445020,70,9605,2006,2006,0,7,0,982,982,982,995,0,1977,0,0,2,1,3,1,7,0,2006,3,574,240,53,0,0,0,0,0,7,2007,250000
"1793","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528445070,75,8778,2006,2006,0,7,0,1302,1302,1302,528,0,1830,0,0,2,1,3,1,7,0,2006,3,859,0,40,0,0,0,0,0,3,2007,221300
"1794","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528456190,72,8640,2007,2007,0,3,0,1314,1338,1338,0,0,1338,0,0,2,0,3,1,6,0,2007,2,598,0,141,0,0,0,0,0,11,2007,208900
"1795","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528456230,75,9000,2006,2007,0,7,0,1335,1335,1335,0,0,1335,0,0,2,0,3,1,6,0,2007,2,575,0,210,0,0,0,0,0,6,2007,210400
"1796","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458080,72,8640,2007,2007,0,3,0,546,896,896,896,0,1792,0,0,2,1,3,1,8,0,2007,2,590,184,96,0,0,0,0,0,11,2007,255000
"1797","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","CBlock","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458090,81,10411,2007,2007,0,7,0,725,725,725,863,0,1588,0,0,3,0,3,1,8,0,2007,2,561,0,0,0,0,0,0,0,7,2007,212109
"1798","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528458120,75,9000,2006,2006,0,7,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006,3,1025,208,46,0,0,0,0,0,12,2007,270000
"1799","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458130,75,9000,2007,2007,0,3,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2007,2,550,208,364,0,0,0,0,0,8,2007,303477
"1800","Other","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Other","CompShg","Other","Other","None","Good","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458150,112,12217,2007,2007,0,3,0,210,955,955,925,0,1880,1,0,2,1,3,1,8,1,2007,3,880,168,127,0,0,0,0,0,12,2007,310013
"1801","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528477020,84,11096,2006,2006,0,3,0,1632,1656,1656,0,0,1656,0,0,2,0,3,1,7,0,2006,3,826,0,146,0,0,0,0,0,7,2007,249700
"1802","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Other","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528480020,84,10207,2007,2007,0,7,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,8,2007,227875
"1803","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","None","Other","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528480180,84,10440,2007,2007,0,7,0,1574,1574,1584,0,0,1584,0,0,2,0,2,1,6,1,2007,2,594,0,256,0,0,0,0,0,5,2007,261329
"1804","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528482010,100,11824,2006,2006,298,7,0,1685,1685,1685,0,0,1685,0,0,2,0,2,1,5,1,2006,3,658,112,63,0,0,0,0,0,4,2007,253000
"1805","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Other","Good","Other","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528482030,85,10625,2004,2004,353,7,0,1158,1158,1158,1285,0,2443,0,0,2,1,4,1,9,1,2004,3,744,193,127,0,0,0,0,0,6,2007,265000
"1806","Other","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528482090,102,11143,2004,2005,0,7,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004,2,610,159,214,0,0,0,0,0,12,2007,340000
"1807","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Other","Other","Other","Other","Paved","No_Pool","No_Fence","None","Other","Other",531363020,63,7500,2006,2007,0,7,0,1100,1100,1100,0,0,1100,0,0,1,1,3,1,6,0,NA,0,0,0,136,0,0,0,0,0,6,2007,146000
"1808","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Other","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","Other","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Normal",531363040,63,7500,2006,2006,0,7,0,1143,1143,1143,0,0,1143,0,0,1,1,3,1,5,0,NA,0,0,0,55,0,0,0,0,0,10,2007,147000
"1809","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531375140,60,12450,2003,2004,126,3,0,365,1094,1094,0,0,1094,1,0,1,0,3,1,6,0,2004,2,576,0,0,0,0,0,0,0,5,2007,149000
"1810","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531376060,65,7441,2006,2006,170,7,0,1461,1461,1486,0,0,1486,0,0,2,0,3,1,7,0,2006,2,566,0,32,0,0,0,0,0,6,2007,181000
"1811","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Good","Other","PConc","Good","Other","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531380110,70,8462,1994,1994,105,3,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,1994,2,471,300,87,0,0,0,0,0,7,2007,201000
"1812","Other","Residential_Low_Density","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531384070,0,11613,1993,1997,0,1,0,384,864,920,900,0,1820,0,0,2,1,3,1,7,0,1993,2,492,144,85,0,0,0,0,0,5,2007,191750
